time_s,intensity_random_phase,intensity_locked_phase
5.5828622613e-08,5.5790859542e-01,2.0786258198e-04
5.5838629536e-08,5.3716553666e-01,1.7424150285e-04
5.5848636459e-08,5.1524736358e-01,1.2964539871e-04
5.5858643382e-08,4.9169066082e-01,8.2006416082e-05
5.5868650305e-08,4.6615123807e-01,3.9841337656e-05
5.5878657228e-08,4.3841360816e-01,1.0739504018e-05
5.5888664150e-08,4.0840113816e-01,7.5079558685e-09
5.5898671073e-08,3.7618626133e-01,9.7125564438e-06
5.5908677996e-08,3.4199937103e-01,3.8296827128e-05
5.5918684919e-08,3.0623446406e-01,8.0834558482e-05
5.5928691842e-08,2.6944935954e-01,1.2988971517e-04
5.5938698765e-08,2.3235844326e-01,1.7682503512e-04
5.5948705688e-08,1.9581637545e-01,2.1333215748e-04
5.5958712610e-08,1.6079199725e-01,2.3291191475e-04
5.5968719533e-08,1.2833267409e-01,2.3204119658e-04
5.5978726456e-08,9.9520388392e-02,2.1081702807e-04
5.5988733379e-08,7.5421890908e-02,1.7296027763e-04
5.5998740302e-08,5.7035999167e-02,1.2517462011e-04
5.6008747225e-08,4.5241583285e-02,7.5971026677e-05
5.6018754148e-08,4.0749838736e-02,3.4163759799e-05
5.6028761070e-08,4.4064104078e-02,7.3034929787e-06
5.6038767993e-08,5.5449788146e-02,3.2593368705e-07
5.6048774916e-08,7.4916025310e-02,1.4657657711e-05
5.6058781839e-08,1.0220961382e-01,4.7940988384e-05
5.6068788762e-08,1.3682076065e-01,9.4430617521e-05
5.6078795685e-08,1.7799929727e-01,1.4599549472e-04
5.6088802608e-08,2.2477945419e-01,1.9355143677e-04
